CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth,EPS Rating,TTM1 EPS,TTM1 Sales,TTM2 EPS,TTM2 Sales,TTM3 EPS,TTM3 Sales
Protean eGov Technologies Ltd.,INE004A01022,,544021.000000,2023-12-31,True,2024-02-01,13193062.000000,2023-12-31,3.000000,3.000000,2324300000.000000,2061700000.000000,262600000.000000,5200000.000000,61900000.000000,0.000000,195500000.000000,41200000.000000,154300000.000000,154300000.000000,404500000.000000,0.000000,0.381459,6.638558,False,,,0.832386,,2479900000.000000,,0.000000,,,,,,
Amber Enterprises India Ltd.,INE371P01015,AMBER,540902.000000,2024-02-01,True,2024-02-01,13210012.000000,2023-12-31,3.000000,3.000000,8156207000.000000,7800980000.000000,355227000.000000,283275000.000000,325839000.000000,0.000000,-253887000.000000,-75647000.000000,-178240000.000000,-178240000.000000,336937000.000000,0.000000,-0.529001,-2.185330,False,-224.196511,-11.495149,-0.894698,-27.531750,4634509000.000000,36.331102,-5.546546,141.10929471115338,13.75594622385301,49.94503299631989,205643.12752492414,-75.22688719253605,-99.89905740566748
Tracxn Technologies Ltd.,INE0HMF01019,TRACXN,543638.000000,2023-12-31,True,2024-02-01,13230014.000000,2023-12-31,3.000000,3.000000,222187000.000000,192807000.000000,29380000.000000,0.000000,440000.000000,0.000000,28940000.000000,6748000.000000,22192000.000000,22192000.000000,103203000.000000,0.000000,0.215033,9.987983,False,-65.283733,6.048254,0.211939,38.292017,224809000.000000,11.963922,65.050969,234.831040548823,43.96335312770103,,,,
Hinduja Global Solutions Ltd.,INE170I01016,HGS,532859.000000,2023-12-31,True,2024-02-01,13240039.000000,2023-12-31,3.000000,3.000000,4423008000.000000,3846824000.000000,576184000.000000,233002000.000000,702667000.000000,0.000000,-359485000.000000,-79752000.000000,-279733000.000000,-279733000.000000,465203000.000000,0.000000,-0.601314,-6.324497,False,-308.409882,12.188001,-0.402248,-112.431434,4726336000.000000,5.277770,3701.329461,-108.93674766051677,61.59527373925896,19045.587515209943,620884.4256880734,90.61244979919678,53.92762577228597
eClerx Services Ltd.,INE738I01010,ECLERX,532927.000000,2024-02-01,True,2024-02-01,13240056.000000,2023-12-31,3.000000,3.000000,5446490000.000000,3946640000.000000,1499850000.000000,46770000.000000,166260000.000000,0.000000,1286820000.000000,329040000.000000,957780000.000000,957780000.000000,482310000.000000,0.000000,1.985818,17.585271,False,-6.623875,6.998267,1.796112,-5.029977,5187980000.000000,8.316926,2.313116,3.5051534767526324,10.502936060403952,11.272191476594037,-62.08002419445206,13.379023450269658,312.62747365884945
Happiest Minds Technologies Ltd.,INE419U01012,HAPPSTMNDS,543227.000000,2024-02-01,True,2024-02-01,13240188.000000,2023-12-31,3.000000,3.000000,4201700000.000000,3023600000.000000,1178100000.000000,106400000.000000,89400000.000000,10700000.000000,993000000.000000,194700000.000000,798300000.000000,798300000.000000,298100000.000000,0.000000,2.677960,18.999453,False,37.347526,19.048563,1.829866,-5.347207,3922800000.000000,14.782303,1007.861381,5.3510060984969305,17.685810516302936,5047.586923545927,8.933890605721459,-96.61369395956463,98.5167675879734
Route Mobile Ltd.,INE450U01017,ROUTE,543228.000000,2024-02-01,True,2024-02-01,13240189.000000,2023-12-31,3.000000,3.000000,2154300000.000000,1564300000.000000,590000000.000000,6400000.000000,44200000.000000,0.000000,539400000.000000,89700000.000000,449700000.000000,449700000.000000,626200000.000000,0.000000,0.718141,20.874530,False,14.064176,18.989229,0.559566,351.867417,1876400000.000000,23.423009,220.933865,62.189410271198284,18.610732177013922,305.1060336429549,44.818956788495505,680.6951692996262,397246.9956148713
Latent View Analytics Ltd.,INE0I7C01011,LATENTVIEW,543398.000000,2024-02-01,True,2024-02-01,13240202.000000,2023-12-31,3.000000,3.000000,955630000.000000,512860000.000000,442770000.000000,7520000.000000,21400000.000000,0.000000,413850000.000000,100310000.000000,313540000.000000,313540000.000000,205900000.000000,0.000000,1.522778,32.809769,False,-17.205058,5.043144,1.283651,-0.290968,871650000.000000,17.229739,488.925415,-3.7335903873278604,13.608263330827869,2511.667006774462,339.3440496144851,-87.88704324108937,84.21980014053607
Elecon Engineering Company Ltd.,INE205B01023,ELECON,505700.000000,2023-12-31,True,2024-02-01,13510004.000000,2023-12-31,3.000000,3.000000,3958800000.000000,2818600000.000000,1140200000.000000,14600000.000000,102500000.000000,0.000000,1023100000.000000,260000000.000000,763100000.000000,763100000.000000,224400000.000000,0.000000,3.400624,19.276043,False,58.302424,28.507225,3.519608,65.872796,4175300000.000000,36.125904,83.747535,69.818098495703,32.21608027318267,92.21036503552355,21.92170489950601,195.2498892123017,12844.4202718895
GMM Pfaudler Ltd.,INE541A01023,GMMPFAUDLR,505255.000000,2024-02-01,True,2024-02-01,13510006.000000,2023-12-31,3.000000,3.000000,2608500000.000000,2280400000.000000,328100000.000000,97900000.000000,87700000.000000,0.000000,142500000.000000,34500000.000000,108000000.000000,108000000.000000,89900000.000000,0.000000,1.201335,4.140311,False,-51.893096,-6.609144,1.755284,-26.088993,2664400000.000000,3.612677,22757.808594,-8.575458268926804,10.229356253839118,113929.90182464899,2165997.985501066,-100.02715654212099,-99.99980502510837
Nesco Ltd.,INE317F01035,NESCO,505355.000000,2024-02-01,True,2024-02-01,13510022.000000,2023-12-31,3.000000,3.000000,2046142000.000000,639303000.000000,1406839000.000000,56401000.000000,140699000.000000,0.000000,1209739000.000000,272284000.000000,937455000.000000,937455000.000000,140920000.000000,0.000000,6.652391,45.815735,False,33.767928,26.161145,6.231692,7.200318,1975058000.000000,24.606822,424.961084,32.1190394148736,38.594708283569055,687.305455293758,-78.84594218195785,2696.706314354942,3893.3612396031685
Hindustan Aeronautics Ltd.,INE066F01020,HAL,541154.000000,2024-02-01,True,2024-02-01,13510030.000000,2023-12-31,3.000000,3.000000,65206000000.000000,46268200000.000000,18937800000.000000,3500000.000000,2120000000.000000,0.000000,16814300000.000000,4279200000.000000,12535100000.000000,12535100000.000000,3343900000.000000,0.000000,3.748647,19.223844,False,8.623992,5.805631,3.694189,2.156762,61067900000.000000,12.969667,18.841105,1.1935397958580685,9.930534441421655,68.69287805986059,12.409058359477394,25.883171170551705,7.433291477655852
Bharat Heavy Electricals Ltd.,INE257A01026,BHEL,500103.000000,2024-02-01,True,2024-02-01,13510039.000000,2023-12-31,3.000000,3.000000,56079600000.000000,55666700000.000000,412900000.000000,1896000000.000000,606000000.000000,0.000000,-2089100000.000000,-461400000.000000,-1627700000.000000,-1627700000.000000,6964100000.000000,0.000000,-0.233727,-2.902481,False,-625.064516,4.581828,-0.335162,-2368.318756,53220400000.000000,-1.935298,-901.860992,-113.11196804358796,2.796131927286154,174.5675826241937,14.94783622181522,-3041.6426359844704,10633260.304094773
Action Construction Equipment Ltd.,INE731H01025,ACE,532762.000000,2023-12-31,True,2024-02-01,13510065.000000,2023-12-31,3.000000,3.000000,7760500000.000000,6501600000.000000,1258900000.000000,55100000.000000,58000000.000000,0.000000,1145800000.000000,260600000.000000,885200000.000000,885200000.000000,238200000.000000,0.000000,3.716205,11.406482,False,97.987028,38.498742,3.094458,106.702187,6889300000.000000,38.197830,224.644010,93.80388062090215,32.49494621905401,844.6727512195563,18881374.56,-133.6954732510288,-99.99898289042687
AIA Engineering Ltd.,INE212H01026,AIAENG,532683.000000,2024-02-01,True,2024-02-01,13510066.000000,2023-12-31,3.000000,3.000000,11288971000.000000,7737889000.000000,3551082000.000000,70716000.000000,266232000.000000,0.000000,3214134000.000000,801994000.000000,2412140000.000000,2412140000.000000,188641000.000000,0.000000,12.786934,21.367226,False,-32.076579,-4.235883,13.622532,10.065523,11486901000.000000,1.407768,159.957081,8.225811450647495,6.10751150710143,73.08450343382657,39.222517890761594,1472.746480407458,58.77463195160328
Titagarh Rail Systems Ltd.,INE615H01020,TITAGARH,532966.000000,2023-12-31,True,2024-02-01,13510068.000000,2023-12-31,3.000000,3.000000,9691524000.000000,8440138000.000000,1251386000.000000,182347000.000000,67924000.000000,0.000000,1001115000.000000,250860000.000000,750255000.000000,750255000.000000,269347000.000000,0.000000,2.785459,7.741352,False,69.805604,24.754604,2.787381,660.792008,9422231000.000000,51.378552,294.217276,388.99391543960974,109.14218300109452,-35.92890597087678,35.522754523732594,385.8536035557889,4445.25476389059
Texmaco Rail & Engineering Ltd.,INE621L01012,TEXRAIL,533326.000000,2023-12-31,True,2024-02-01,13510097.000000,2023-12-31,3.000000,3.000000,9087451000.000000,8137198000.000000,950253000.000000,338389000.000000,89270000.000000,0.000000,522594000.000000,228916000.000000,293678000.000000,293678000.000000,383338000.000000,0.000000,0.766107,3.231687,False,118.230103,43.742225,0.676143,60.681325,8135175000.000000,63.639255,51.600504,125.41837318381019,105.76581249397714,-66.64238204315514,-72.45168481435559,-84.78816852107764,0.05041688394196985
The Anup Engineering Ltd.,INE294Z01018,ANUP,542460.000000,2023-12-31,True,2024-02-01,13510160.000000,2023-12-31,3.000000,3.000000,1310007000.000000,983625000.000000,326382000.000000,10975000.000000,51286000.000000,0.000000,264121000.000000,62445000.000000,201676000.000000,201676000.000000,99112000.000000,0.000000,2.034829,15.395032,False,37.248348,13.318582,2.262219,63.069715,1424403000.000000,39.664469,1032.659003,24.30046436107294,46.416162221158345,5078.529449820835,80.11288346958501,-104.00638605442745,-5.908962019045419
ideaForge Technology Ltd.,INE349Y01013,IDEAFORGE,543932.000000,2023-12-31,True,2024-02-01,13510369.000000,2023-12-31,3.000000,3.000000,982170000.000000,709060000.000000,273110000.000000,3680000.000000,56730000.000000,0.000000,212700000.000000,53480000.000000,159220000.000000,159220000.000000,428760000.000000,0.000000,0.371350,16.211043,False,201.570230,872.541836,0.021406,-99.951963,386360000.000000,-10.344828,2.396494,-59.75719716785321,82.58625122594341,,,,
IFB Industries Ltd.,INE559A01017,IFBIND,505726.000000,2023-12-31,True,2024-02-01,13520011.000000,2023-12-31,3.000000,3.000000,11403400000.000000,10699800000.000000,703600000.000000,67300000.000000,312500000.000000,0.000000,323800000.000000,86800000.000000,237000000.000000,237000000.000000,412800000.000000,0.000000,0.574128,2.078328,False,1817.391304,16.267499,0.695010,18.651778,10741200000.000000,-2.522869,777.799359,1372.6541554959786,6.237599141921998,76.34749524413444,23.61930718280636,-164.75003284719486,109.60623582033213
Shanthi Gears Ltd.,INE631A01022,SHANTIGEAR,522034.000000,2023-12-31,True,2024-02-01,13520017.000000,2023-12-31,3.000000,3.000000,1291500000.000000,1021900000.000000,269600000.000000,0.000000,30100000.000000,0.000000,239500000.000000,65200000.000000,174300000.000000,174300000.000000,76700000.000000,0.000000,2.272490,13.495935,False,-0.627138,9.737446,2.740548,26.626506,1393600000.000000,24.395251,88.768535,27.157190635451517,19.123738116987358,464.9826809254775,382.57075154730325,-175.7503170353671,-95.68114550556372
TVS Holdings Ltd.,INE105A01035,TVSHLTD,520056.000000,2023-12-31,True,2024-02-01,13520019.000000,2023-12-31,3.000000,3.000000,1657600000.000000,1277100000.000000,380500000.000000,199600000.000000,7500000.000000,0.000000,173400000.000000,87700000.000000,85700000.000000,85700000.000000,101200000.000000,0.000000,0.846838,5.170125,False,-74.926858,-67.205460,8.199605,68.864469,4845900000.000000,-11.886319,4631.407233,-66.32333605523331,-12.996401299043272,23306.69594903367,1720.5874375705057,-88.2247801692987,-99.66622340180163
LG Balakrishnan & Bros Ltd.,INE337A01034,LGBBROSLTD,500250.000000,2023-12-31,True,2024-02-01,13520033.000000,2023-12-31,3.000000,3.000000,5819474000.000000,4660967000.000000,1158507000.000000,16215000.000000,184063000.000000,0.000000,958229000.000000,241343000.000000,716886000.000000,716886000.000000,313924000.000000,0.000000,2.283629,12.318742,False,1.152504,4.488585,2.411934,16.755486,5848777000.000000,6.325065,505.341518,2.5092983553699946,2.5880567711911273,2550.6431308272286,798.7856957894224,-91.2149579557674,-82.89924709080204
DLF Ltd.,INE271C01023,DLF,532868.000000,2024-02-01,True,2024-02-01,13520062.000000,2023-12-31,3.000000,3.000000,11174000000.000000,4962100000.000000,6211900000.000000,655900000.000000,173900000.000000,0.000000,5382100000.000000,745500000.000000,4636600000.000000,4636600000.000000,4950600000.000000,0.000000,0.936573,41.494541,False,57.247507,14.735750,0.341797,-76.717211,7958400000.000000,-41.450064,-7.511172,18.35871736357653,3.837486536343383,166.08099012963135,10360.005370733988,-423.41044944290235,-99.60575063368904
Praj Industries Ltd.,INE074A01025,PRAJIND,522205.000000,2024-02-01,True,2024-02-01,13520092.000000,2023-12-31,3.000000,3.000000,7266610000.000000,6229320000.000000,1037290000.000000,10922000.000000,99423000.000000,0.000000,926945000.000000,210978000.000000,715967000.000000,715967000.000000,367626000.000000,0.000000,1.947542,9.852834,False,28.537059,-10.571404,2.289800,31.284717,8186096000.000000,-0.231612,17217.500525,32.73396139605532,1.5560527717580244,-96.63939309155688,6558.248442858768,172150.43859649124,-42.75491306866508
Sanghvi Movers Ltd.,INE989A01024,SANGHVIMOV,530073.000000,2023-12-31,True,2024-02-01,13520113.000000,2023-12-31,3.000000,3.000000,1729966000.000000,522590000.000000,1207376000.000000,68552000.000000,318707000.000000,0.000000,820117000.000000,207359000.000000,612758000.000000,612758000.000000,86576000.000000,0.000000,7.077689,35.420234,False,76.461204,34.145095,4.295682,28.703082,1447267000.000000,16.574064,194.053317,80.05160102407943,23.880110578236422,419.16973125106506,46.82323463243552,651.7103336508253,621.4108487890028
Pitti Engineering Ltd.,INE450D01021,PITTIENG,513519.000000,2023-12-31,True,2024-02-01,13520114.000000,2023-12-31,3.000000,3.000000,2969198000.000000,2495498000.000000,473700000.000000,135423000.000000,145582000.000000,0.000000,192695000.000000,59490000.000000,133205000.000000,133205000.000000,160292000.000000,0.000000,0.831015,4.486228,False,9.806362,24.192188,1.407013,122.110281,3028501000.000000,-0.552617,80.458877,38.2723250291696,1.1092886887514584,142.13891288873086,2543.5481786928844,141.66067864271457,-84.09082792925366
Bharat Dynamics Ltd.,INE171Z01018,BDL,541143.000000,2024-02-01,True,2024-02-01,13520141.000000,2023-12-31,3.000000,3.000000,6892179000.000000,4828730000.000000,2063449000.000000,7745000.000000,164678000.000000,0.000000,1891026000.000000,540686000.000000,1350340000.000000,1350340000.000000,1832812000.000000,0.000000,0.736759,19.592352,False,61.247334,38.392111,0.802555,94.016092,6941097000.000000,19.717701,62.334474,2.787308504879988,-18.489938773908033,126.86415669906852,31618.80005517785,50.72765072765073,-85.06316018212272
Jupiter Wagons Ltd.,INE209L01016,JWL,533272.000000,2024-02-01,True,2024-02-01,13520348.000000,2023-12-31,3.000000,3.000000,9008100000.000000,7710361000.000000,1297739000.000000,114583000.000000,68417000.000000,0.000000,1114739000.000000,280765000.000000,833974000.000000,833974000.000000,4122936000.000000,0.000000,0.202277,9.258046,False,68.975306,39.369000,0.204214,218.992426,8846824000.000000,111.796386,0.742828,197.16895582236208,127.8924681346143,242.32569448238306,25937.6035016049,-1644.6654364021597,2336.9777777777776
Paras Defence and Space Technologies Ltd.,INE045601015,PARAS,543367.000000,2023-12-31,True,2024-02-01,13520475.000000,2023-12-31,3.000000,3.000000,637300000.000000,492800000.000000,144500000.000000,10600000.000000,30300000.000000,0.000000,103600000.000000,27600000.000000,76000000.000000,76000000.000000,390000000.000000,0.000000,0.194872,11.925310,False,-27.687916,-2.895018,0.258974,11.849391,610700000.000000,9.680316,159.970151,-12.616697786076287,1.6756775834544884,-78.23005168973121,-59.02094035338358,1825.6887558728138,3169.948961649955
MTAR Technologies Ltd.,INE864I01014,MTARTECH,543270.000000,2024-02-01,True,2024-02-01,13520513.000000,2023-12-31,3.000000,3.000000,1188100000.000000,945250000.000000,242850000.000000,55390000.000000,57150000.000000,0.000000,130310000.000000,24690000.000000,105620000.000000,105620000.000000,307590000.000000,0.000000,0.343379,8.889824,False,-66.704495,-28.417362,0.677038,-17.308609,1677170000.000000,27.770752,86.930538,-12.034995966031389,30.584491783318136,581.4531624108961,59.73307133741238,-89.46974610387828,-74.70728443115883
Jash Engineering Ltd.,INE039O01011,JASH,,2023-12-31,True,2024-02-01,13520534.000000,2023-12-31,3.000000,3.000000,958344000.000000,705168000.000000,253176000.000000,27025000.000000,16523000.000000,0.000000,209628000.000000,36527000.000000,173101000.000000,173101000.000000,120299000.000000,0.000000,1.438923,18.062512,False,393.568823,50.682782,0.644843,-52.628901,727800000.000000,5.700231,2447.762008,30.289776236389947,12.710033862056674,11964.661642972478,309472.4137931034,-224.4523786548297,-84.88845464907996
Sansera Engineering Ltd.,INE953O01021,SANSERA,543358.000000,2023-12-31,True,2024-02-01,13520586.000000,2023-12-31,3.000000,3.000000,6449630000.000000,5286180000.000000,1163450000.000000,156120000.000000,328220000.000000,0.000000,679110000.000000,177440000.000000,501670000.000000,501670000.000000,107170000.000000,0.000000,4.681067,7.778276,False,52.692134,29.383338,4.281575,0.944994,6312160000.000000,8.923681,38.703916,13.742003947554293,16.629443112253238,111.665361038568,-41.77396993633855,15.208170377665583,279.5871834978171
Power Mech Projects Ltd.,INE211R01019,POWERMECH,539302.000000,2023-12-31,True,2024-02-01,13520778.000000,2023-12-31,3.000000,3.000000,10779660000.000000,9415210000.000000,1364450000.000000,221350000.000000,110020000.000000,0.000000,1033080000.000000,429250000.000000,603830000.000000,603830000.000000,158080000.000000,0.000000,3.819775,5.601568,False,11.026194,20.307228,3.445190,20.818584,9185120000.000000,21.838443,788.351467,55.33112132753312,57.75469205612747,-23.0995904134897,-15.752062444425277,7700.030933772111,5996.427054856042
L&T Technology Services Ltd.,INE010V01017,LTTS,540115.000000,2024-02-01,True,2024-02-01,13520838.000000,2023-12-31,3.000000,3.000000,22115000000.000000,16930000000.000000,5185000000.000000,126000000.000000,650000000.000000,0.000000,4409000000.000000,1199000000.000000,3210000000.000000,3210000000.000000,211000000.000000,0.000000,15.213270,14.515035,False,11.652174,17.159356,14.606635,14.828614,21776000000.000000,20.642659,17.110307,15.13723705614915,20.49992438623698,22.26706420664207,20.77584984429684,28.195652109640392,11.38985374699288
Craftsman Automation Ltd.,INE00LO01017,CRAFTSMAN,543276.000000,2024-02-01,True,2024-02-01,13520879.000000,2023-12-31,3.000000,3.000000,8067700000.000000,6479600000.000000,1588100000.000000,390300000.000000,588200000.000000,0.000000,609600000.000000,156300000.000000,453300000.000000,453300000.000000,105600000.000000,0.000000,4.292614,5.618702,False,-11.516689,7.250442,5.938447,3.464775,8297600000.000000,7.341432,148.862715,6.247722120658138,11.288029068110818,820.5378490660747,3140.5203535380324,-155.08788486776146,-93.49471131665328
Sterling and Wilson Renewable Energy Ltd.,INE00M201021,SWSOLAR,542760.000000,2024-02-01,True,2024-02-01,13520894.000000,2023-12-31,3.000000,3.000000,6022400000.000000,5318000000.000000,704400000.000000,608900000.000000,27400000.000000,0.000000,68100000.000000,5200000.000000,62900000.000000,62900000.000000,233000000.000000,0.000000,0.269957,1.044434,False,111.382720,80.934355,0.783869,126.884831,7098300000.000000,113.855748,-288.798401,-128.28937542079586,-9.068490153067398,-1441.8505065138345,609.0764521416022,-95.94997598045046,18.46473482644654
Azad Engineering Ltd.,INE02IJ01035,AZAD,544061.000000,2023-12-31,True,2024-02-01,13521175.000000,2023-12-31,3.000000,3.000000,1076680000.000000,564870000.000000,511810000.000000,193720000.000000,52250000.000000,0.000000,265840000.000000,97800000.000000,168040000.000000,168040000.000000,118230000.000000,0.000000,1.421297,15.607237,False,267.601233,72.755279,,,,,261.439437,693.0639668725391,222.73440729093127,,,,
Greaves Cotton Ltd.,INE224A01026,GREAVESCOT,501455.000000,2023-12-31,True,2024-02-01,13540001.000000,2023-12-31,3.000000,3.000000,4520200000.000000,3756700000.000000,763500000.000000,5700000.000000,105100000.000000,471600000.000000,1124300000.000000,247300000.000000,877000000.000000,877000000.000000,464000000.000000,0.000000,1.890086,19.401796,False,219.685509,21.000080,2.659483,443.995789,4669800000.000000,22.354976,246.402952,167.20784343033552,15.9116141854344,199.75757170956487,19.925641209943386,235.52825552825553,76.49947023257225
Cummins India Ltd.,INE298A01020,CUMMINSIND,500480.000000,2024-02-01,True,2024-02-01,13540003.000000,2023-12-31,3.000000,3.000000,26476700000.000000,19961300000.000000,6515400000.000000,62900000.000000,419000000.000000,-17000000.000000,6016500000.000000,1467300000.000000,4549200000.000000,4549200000.000000,554400000.000000,0.000000,8.205628,17.181900,False,26.317543,15.907280,5.925505,30.164831,20319100000.000000,-0.237144,516.564230,41.69340183404356,18.03122109232212,2510.317641214459,431028.09208826994,-93.03793219201076,-99.96028243244228
Swaraj Engines Ltd.,INE277A01016,SWARAJENG,500407.000000,2023-12-15,True,2024-02-01,13540006.000000,2023-12-31,3.000000,3.000000,2829300000.000000,2467900000.000000,361400000.000000,700000.000000,39400000.000000,0.000000,321300000.000000,80300000.000000,241000000.000000,241000000.000000,121500000.000000,0.000000,1.983539,8.518008,False,3.659770,0.436635,3.100412,4.902441,3921400000.000000,1.262750,9894.689470,14.128869777976885,9.735950800154754,0.2829378455970788,8.642338799878033,98886.81779242175,454394.9593691325
Kirloskar Oil Engines Ltd.,INE146L01010,KIRLOSENG,533293.000000,2023-12-31,True,2024-02-01,13540020.000000,2023-12-31,3.000000,3.000000,11408400000.000000,10022900000.000000,1385500000.000000,19800000.000000,256700000.000000,0.000000,1109000000.000000,287100000.000000,821900000.000000,821900000.000000,289800000.000000,0.000000,2.836094,7.204341,False,20.322914,13.387799,2.021394,-19.439413,10653400000.000000,4.942029,18.262201,-5.094476270491057,16.745490229074253,101.55612402568006,22.393494620782565,-6.973815741773404,1351.1597874795677
Castrol India Ltd.,INE172A01027,CASTROLIND,500870.000000,2024-02-01,True,2024-02-01,13550003.000000,2023-12-31,3.000000,4.000000,12863100000.000000,9349800000.000000,3513300000.000000,20000000.000000,250100000.000000,0.000000,3243200000.000000,823800000.000000,2419400000.000000,2419400000.000000,4945600000.000000,0.000000,0.489203,18.808841,False,25.150010,7.582487,0.393117,3.873484,12031500000.000000,5.559845,129.857582,6.008706292823433,6.439315362350817,757.6460196369187,-93.07962329087933,-292.78932599201477,123417.30983050847
Tide Water Oil Company India Ltd.,INE484C01030,TIDEWATER,590005.000000,2023-12-31,True,2024-02-01,13550006.000000,2023-12-31,3.000000,3.000000,4167600000.000000,3809700000.000000,357900000.000000,3200000.000000,24600000.000000,0.000000,330100000.000000,67600000.000000,262500000.000000,262500000.000000,34000000.000000,0.000000,7.720588,6.298589,False,19.589977,2.187132,6.164706,25.810324,3924400000.000000,5.933164,8767.729285,30.72223296225903,39.13085216908201,43797.50142775556,,-100.67730629368789,-100.0
Gulf Oil Lubricants India Ltd.,INE635Q01029,GULFOILLUB,538567.000000,2023-12-31,True,2024-02-01,13550044.000000,2023-12-31,3.000000,3.000000,8339073000.000000,7062009000.000000,1277064000.000000,81856000.000000,110493000.000000,0.000000,1084715000.000000,277344000.000000,807371000.000000,807371000.000000,98146000.000000,0.000000,8.226224,9.681784,False,28.717464,4.845837,7.502201,,8193683000.000000,,130.729223,-0.4020928593148695,-9.258322920678424,203.9408166816148,-55.49087620279223,843.1819439384851,4837.961573005524
Disa India Ltd.,INE131C01011,,500068.000000,2023-12-31,True,2024-02-01,13560001.000000,2023-12-31,3.000000,3.000000,631060000.000000,543960000.000000,87100000.000000,1600000.000000,11400000.000000,0.000000,74100000.000000,18800000.000000,55300000.000000,55300000.000000,14540000.000000,0.000000,3.803301,8.763034,False,185.090756,19.473684,5.474553,-14.038877,812400000.000000,18.098561,254.934302,24.18267609339382,20.96606115548809,1104.803207373253,5639.570306296715,-74.9151817637419,-75.05201301432017
Electrosteel Castings Ltd.,INE086A01029,ELECTCAST,500128.000000,2023-12-31,True,2024-02-01,13560002.000000,2023-12-31,3.000000,3.000000,18141191000.000000,14017899000.000000,4123292000.000000,497868000.000000,277959000.000000,0.000000,3347465000.000000,828038000.000000,2519427000.000000,2519427000.000000,594605000.000000,0.000000,4.237144,13.887881,False,285.535902,3.623642,3.095362,187.908884,18882418000.000000,9.441144,858.243958,73.75402881116729,3.0286782773958567,3756.8455982209307,269227.0138078292,-99.40327572058564,-53.52042785466175
M M Forgings Ltd.,INE227C01017,MMFL,522241.000000,2023-12-31,True,2024-02-01,13560065.000000,2023-12-31,3.000000,3.000000,3944885000.000000,3127278000.000000,817607000.000000,108612000.000000,175000000.000000,1172000.000000,535167000.000000,155000000.000000,380167000.000000,380167000.000000,241408000.000000,0.000000,1.574790,9.636960,False,12.280448,7.594307,1.516959,14.877705,3892440000.000000,12.161166,5.327543,8.458615712015849,12.172900790284903,-17.96318497418877,-39.22868262530662,9.509647133707274,-96.14713290228732
PTC Industries Ltd.,INE596F01018,PTCIL,539006.000000,2023-12-31,True,2024-02-01,13560076.000000,2023-12-31,3.000000,3.000000,554248000.000000,408953000.000000,145295000.000000,42464000.000000,41134000.000000,0.000000,61697000.000000,16005000.000000,45692000.000000,45692000.000000,135753000.000000,0.000000,0.336582,8.243963,False,2.232000,-9.098543,0.403877,-28.259483,560254000.000000,-1.141300,-834.386384,72.5940214684379,45.020410380230544,217.47585191070394,-33.386366403140485,-8944.542645037118,29496.7179107927
Alicon Castalloy Ltd.,INE062D01024,ALICON,531147.000000,2023-12-31,True,2024-02-01,13560079.000000,2023-12-31,3.000000,3.000000,3544207000.000000,3081201000.000000,463006000.000000,96647000.000000,193424000.000000,0.000000,172935000.000000,45455000.000000,127480000.000000,127480000.000000,80560000.000000,0.000000,1.582423,3.596855,False,-11.618910,6.848099,1.617391,-8.414401,3592414000.000000,3.228152,418.664371,-14.876825786576015,2.520885677182915,2179.1146759163503,13984.723964170675,-86.88854459901354,14.705807921042641
Bharat Forge Ltd.,INE465A01025,BHARATFORG,500493.000000,2024-02-01,True,2024-02-01,13570004.000000,2023-12-31,3.000000,3.000000,22979320000.000000,16002210000.000000,6977110000.000000,808850000.000000,1124190000.000000,0.000000,5044070000.000000,1265960000.000000,3778110000.000000,3778110000.000000,931270000.000000,0.000000,4.056944,16.441348,False,30.649528,15.482791,3.715217,29.043772,22917610000.000000,19.882543,1643584.405881,20.407128702188146,18.492881358998144,8217881.78328035,6117763.201317958,-100.11574074074075,-99.83599027289921
Ramkrishna Forgings Ltd.,INE399G01023,RKFORGE,532527.000000,2024-02-01,True,2024-02-01,13570022.000000,2023-12-31,3.000000,3.000000,9044865000.000000,6953735000.000000,2091130000.000000,361580000.000000,627948000.000000,0.000000,1101602000.000000,279029000.000000,822573000.000000,822573000.000000,361552000.000000,0.000000,2.275117,9.094365,False,26.367097,20.099435,2.417981,20.923823,8679712000.000000,13.736347,29.624983,5.81522460131203,21.022770129945698,137.8383615911415,164.25652669254922,-91.45440680954027,339.915503831786
Sona BLW Precision Forgings Ltd.,INE073K01018,SONACOMS,543300.000000,2024-02-01,True,2024-02-01,13570108.000000,2023-12-31,3.000000,3.000000,7074016000.000000,4937538000.000000,2136478000.000000,70326000.000000,511432000.000000,0.000000,1554720000.000000,337073000.000000,1217647000.000000,1217647000.000000,5864418000.000000,0.000000,0.207633,17.212952,False,26.924562,12.504549,0.222916,56.453339,7456771000.000000,22.979014,101.867639,34.38649335830491,23.95870814434163,405.3483687274489,815.0764482038751,-61.935626717488546,-70.00911281415168
